komentar;value
"Tolong lah tencen anj*ng di bikin baik"" Gamenya uda di update malah gk bisa main karnh bug terlalu banyak anj*ng";2
Kenapa kode laiout sensitivitas dan kontrol saya nga muncul..mohon di perbaiki lagi bug nya..;1
Setelah update versi baru sering terjadi bug bahkan setelah relogin bug tetap ada;2
Jnga terlalu lama apdet nya. Saya jadi ngk sabar karena nunggu apdet terlalu lama dan terlalu bnyak bnyak MB yang di gunakan paket saya smpai habis kesedot , apdet.;2
Setelah update makin rusak,signal hilang2an padahal SDH pake wifi,dan di apk lain lancar2 saja;1
Kok pas abis di perbarui pubg nya gak mau masuk padahal jaringan bagus tolong dong kok pas bukan tancent pubg nya jadi jelek;2
Game nya makin lama makin aneh ,tiap login update tiap login update gada perubahan juga update tiap waktu ngabisin Kouta Saran pengguna baru mikir2 dulu kalo mau download;2
Game nya bagus update nya jangan kayak game sebelah call of duty update Mulu tu game hampir setiap hari jadi bikin mls main makasih Oya saya boleh minta wa nya gak;4
Habis update game nya kok gak bisa di pencet pilihan nya haduh gimana mau main,harus. Kali download baru normal;5
Mengapa saya tidak bisa bermain dengan teman, karena system harus di update sedangkan saya buka di PlayStore tidaka ada updatenya??;3
Setelah Update terbaru malah gak bisa Login, justru force Close.,;1
"kenapa susah login pdhl saya sudah membersihkan penyimpanan,tetap saja ada tulisan ""penyimpanan anda tidak cukup""";2
Kebanyakan bug, aplikasi doang sering update. Update sana sini ga ada perubahan;1
Setelah update banyak bug loading geme,mohon secepatnya di perbaiki;1
"bug ny makin parah lgi asik""main tiba""ada iklan nya,,, tolong perbaiki lgi";3
Lumayan menegangkan , semakin naik rank semakin terasa musuhnya , kadang sampai emosi sendiri ????;5
Akun tidak bisa masuk,minta kode verifikasi lewat SMS tidak dikirim,apa ini game terbaik,nyata bikin susah member ,game GK jelas;1
woy kenapa game nya eror gk bisa masuk padahal jaringan lancar tapi pas login gk bisa. adu rusak;1
Sudah update tapi tidak bisa dibuka sampai harus reset hp tetp aja gak bisa dibuka. Gak bisa log in;1
Mic udah on too gak ada suara Main game lain normal bisa on mic Tolonglah di perbaiki bug bug ini;2
Sumpah ini pubg tambah gak jelas Udah di download semua main tombolnya gk bisa di pake. Yg buat apa pubgnya yg eror ini.?;1
Udah di update malah gak bisa di buka malah suruh update lagi pake wifi;1
Sekarang udah jelek , dulu klo abis menang videonya editan sorotan nya bagus bet, sekarang malah aneh. Pindah main CODM aja klo gitu trus tiap update tahun ke tahun;1
Kenapa permainan pubg tidak bisa di buka di hp saya realme c17,waktu kemarin bisa di buka sekarang setelah update tidak bisa di buka;1
Bukannya nambah enk ini abis upgrade mlh legnya ga ketolong, mending sebelum di upgrade, gak leg ga ini itu nyesel dah upgrade;1
Game bagus dan seru tapi tolong tambah mode zombie yang dulu mode zombie sekarang gak seru;5
"maaf sya ksih bintang 1,krna pada saat sya login lekas updte 3 mb mlh gx bisa msuk selalu ada kata""OTORITASASI DIBATALKAN""saya sudh ulang"" msuk/login kmbli ttap hasilnya gx ada tolong devloper gimna caranya supaya akun saya bisa kembali lagi,saya minta akun saya kembali titik gx pake koma";5
Gem ni updat am dload awl sma aja .makin kesini makin erorrrrni gems ngebug mulu pa lagi pas trurun am ad msuh.klah ama diplikatnya weh.. klo gini mkin lama ngk ad peminat lgi am ni ged;2
Setelah update makin framedrop, padahal sebelum update lancar aja, kecewa dengan updatean yg baru ini;1
Maaf kurangi MB nya hape saya penuh kasih bintang satu dlu kenapa harus ada file tambahan untuk pubg mobile nya tolong perbaiki lagi saya tidak bisa matching;1
Game makin jelek udah masuk lewat fb lama ...malah minta bikin baru padahal enak lansung masuk !!! Auto kick dari hp;1
Setelah update banyak bug.. aku berjalan sendiri dan tidak bisa menekan tombol apapun??;1
Kenapa harus Update di dalam update kenapa tidak sekalian update di play store, jadi didalam game tidak harus menunggu update lagi;1
Bintang 3 dulu. Klo bug jalan lambat di perbaikin langsung bintang 5;5
Ini geme cukup keren tapi yang ada kesalahannya gw turun ke tempat banyak musuh tapi ngebak ngebak gitu juga musuh suka nembak pakeh sniper muluh juga nembaknya dibelakan gw tapi cukup keren sayapun dibeliin 30,00 mb juga gw dah jago dan hebat ini geme bukan lagi burik malahhan ?????????? dari pada ff burik ini geme paling gw suka;5
Setelah update sering trjadi fps drope dan sering patah-patah;1
Smakin parah pubg setelah di update semakin nggk pungsi dan macet macet,mohon diperbaiki????;1
Ini kenapa sih game setelah di update ..pas main keluar sendiri terus;2
Mohon diperbaiki bugnya, pas main pada hilang semua tombolnya.;2
Semakin tidak jelas. Bug. Ngefrem dan lain-lain. Hanya Ivent yg terus di kembangkan;1
Setelah di perbaharui Kenapa tombol tembak menjadi tombol pukul dan jalan nya tambah lelet Tolong dong di perbaiki;3
Bintang 1, event boleh baru tapi server benerin laaahhhh, ngak jelas banget ping loncat-loncat, padahal jaringan aman;1
Untuk login twitter tolong dong agar bisa login seperti semula karna akun saya tidak bisa login di akun twitter walaupun sudah lewat aplikasinya langsung;3
Saya kasi bintang 5 Tolong bug tampilan darah nya di perbaiki terkadang suka ngilang;5
apa lagi suara step nya gk bnr. masak jarak dkt gk bs dgr suara stepnya. tggu udh tertembk br tau ada musuh nya pusing x lar game nya;1
Game dah menjadi2 kalau kita menang dikit naik tier nya tapi kalau kita kalah turun tier kita banya kali.;1
Setelah update sering terjadi lag. Dan servernya ampas sekali.;1
Game ini slalu enak dimainin. Dari season 3 masih aktif ampe sekarng. Jaya selalu pubg mobile.;5
game tiba tiba keluar sendiri setelah itu tidak bisa masuk match, sangat mengganggu;2
Oh ya untuk berbagi pengalaman tdi memang mental dari gamenya tpi setalah buka file meneger aku hapus cachenya jdi tidak mental lgi??;1
Game nya sudah bagus tapi tolong diperbaiki bug bug nya ya;5
Gamenya makin lama makin gabisa di pake.. sangat2 kecewa..;1
Baru juga update Udah eror aja ni game, Apa yang di teken ntah apa yang keluar, neken A yang keluar B, Yang B di teken malah geser yang C ketekan nya;3
Setiap update harus download ulang peta pertempuran lagi,parah nih;2
Bug... saat jongkok sambil gerak make skop x8 gak singkron bidikan tidak di titik tengah tapi aga ke samping...trimakasih;3
Tolong untuk jaringan di hp menengah ke bawah di perbaiki supaya bisa rame lagi ini pubg;1
Kenapa login di fb tidak bisa,tolong jelasin... Level Infinite yg terhormat.;3
update terbaru kek tay , didepan ada musuh malah jadi boneka salju yang sampah , 3x begitu ga guna;1
pils tolong ilangin bug jalan lambat nya dg capek gw keluar masuk lagi ehh masih aja jalan lambat kadang gelap layar gw??;2
kenepa jadi susah di pencetnya touchscreen normal,tp malah ga bisa di pencet2;1
Makin sini makin parah banyak nge lag .tolong lah utamakan kelancaran bukan ngutamakan skin percuma sekin di bagusin klo game nya rusak??????;1
Knp setelah update, ping nya loncat2 dari 40 ke 140,180, tolong di perbaiki;4
Knp Samsung a54 Belum Support 60 fps Padahal Chipset nya Mampu Menjalankan 60 fps,Tolong Update Secepatnya ke 60 fps;1
Apaan setelah update malah gk bisa login, makin ngawur ni game;1
Tolong di perbaiki lagi lah untuk bug karakter map livik selalu jalan lambat;3
Game sangat berat kebanyakan konten yg harus dwonload, udh pake hp bagus mash ngeframe;1
Oklah skarang sudah Rp baru dan sudah banyak hadiah gratisan ..dengan banyak nya skin gratis mungkin pubg akan lebih banyak pemain kedepan nya;5
Semakin lama makin nge frame+ memang ui juga makin berat;3
Game k*nt*l device udh top jaringan udh maks ttp aja ngelag, keluar sendiri, ngefram;1
Bug nembak keatas bisa kena itu gimana ceritanya sekali liat replay kematian gak bisa ngebug kocak ni game;2
"event yang jelek gabisa di setting tombol seluncur ditiangnya,gangu gara""itu mati gw barusan";5
Layar device nya yg bagian kanan gk bisa di sentuh pas in game;1
Event event baju gratis kok ngilang ngilang kadang muncul,apa ada jam nya/bug;2
royal pas bulan lalu n bulan skr apa ga ada skin keren2 kah???skin senjata ampas jarang pake...coba kasi skin m416..bikin player pensi males maen liatnyaa buka box kuning tak pernh dapet skin bagus2 semua sampahhhhhhh...bye pubg ..game membosankan yg hanya semua beli uc buka 10x ga hoki trusss...probalitas semua pemaen sama bapak kau...gw pemaen lama...yg baru maen hoky nya minta ampun...pantes banyak player lama pensii skr baru tahu gw...game ampasss;1
Ko ga bisa main cuman bisa login aku punya kuota game tolong bisai ni game call duty mobile bisa memainkan sama free fire cuma puBg ga bisa padahal aku punya data game;2
Pubg mobile selalu bagus apa biala ada kendala pasti di atasi jadi tidak perlu risau tinggal aduin kendala lansung di atasi trimakasih Pubg mobile??;5
Game yang asyik, tidak bikin sakit mata. Karna di manjakan sama grafik. Dan gampang mendapatkan teman bermain. Good look untuk PUBG.;5
Teruntuk ulasan atas nama Alex prabowo... Saya saran kan tidak uSAH di update game nya.... Tapi mhon diupdate HP NYA... DAN pesan ini ditunjukkan kepada para pemberi ulasan yg ketika turun Rumah dan area looting blm jadi... TRIMAKASIH ??;5
Tencent kemablikan map yang dulu sekarang update semakin banyak yang konzlet makin parah sumpah lama lama. PUBG bisa sepi kalo kayak gini gameplay nya .kagak ngotak anjir;1
Saya mendapat sedikit keluhan. Terkadang kerusakan armor saat menggunakan baju 1 set lengkap armor tidak memiliki kerusakan padahal saya tertembak hingga knock down tetapi armor tetap utuh. seperti tanpa adanya pertahanan di bandingkan Tampa baju memakai armor selalu terlihat kerusakan armor. Mohon di perbaiki bugnya. Ada beberapa senjata kecil yang tidak ada di lapangan latihan tembak;4
Semenjak update versi terbaru , habis main selalu download resource gajelas , terus bukanya ngringanin penyimpanan malah ngabisin kuota aja , tolong lah dibikin semula lagi capek kali kuota abis buat downlod data gajelas , mending kalo di download ya semua lah jangan nanggung , nyusahin orang aja update terbaru;1
Setelah selesai bermain/mati langsung te otomatis keluar dari game,masuk nya lama lagi habisin waktu;3
Ini game makin kesini yg di urusin cuma event nya, buknya game play nya yg di urusin. Masa setelah update parah banget bug nya. Saat dalam permainan sering ada delay, jadi otomatis saat nembak musuh auto kenok duluan soalnya kita udah nembak duluan ternyata belom nembak. Tolong lah ini segera di perbaiki. Untuk device yg saya pakai Oppo reno 4,menurut saya ya ga buruk amat, jaringan ya normal .;2
Kenapa yah saya turun tapi tekan tombol kontrol nyah tapi gak kena² tolong perbaiki lah ini game kenapa kaya ginih yaa;1
Sering terjadi masalah ketika di pertempuran tiba tiba tidak bisa lari cepat.;2
Sinyal sering hilang dan sering lag , masih banyak bug dan loading lama serta masuk ke permainan sangat lama ??;5
Semenjak update 2.8 kok malah tambah lag padahal pink jaringan saya bagus ini bug kaya apa min tolong jelasin karna setiap saya mau login main katanya server tidak merespo;3
Sdi event salju sekarang banyak bugnya, saya tidak dapat bergerak ketika abis respawn;1
Setelah update event baru susah masuk dan sering server tidak merespon padahal sinyal bagus gak ngelag kuota juga masih banyak;2
Kenapa login dari fb kok tidak bisa masuk , padahal sudah semua , sudah like oficial page di fb juga;1
Setelah update game terkadang setelah masuk pertempuran,apk terhenti sendiri akhirnya keluar dari game;2
Game burik...koneksi tidak stabil...walaupun pake wifi. SERVER NOT FOUND. Banyak cheater...di report tapi tdk ada tindak lanjutnya.;1
Game gak guna,baru download nggak bisa main perbaiki lah;1
Bisa request gk Dev? Saya kangen pubg yg dulu ni. Shader sama teksturnya kerasa kental banget nuansa battleground nya. Sama tanda step di minimap kok jadi kecil banget? Udah nyaman yg kayak dulu. Bisa balikin modelnya ke yg lawas gk Dev? Skinnya jangan norak norak gitu dong. Yg biasa aja gitu, yg kerasa nuansa perangnya. Makasih TENCENT. ??;5
Hi level infinite, aku memiliki masalah terkait login. Apakah sedang ada bug atau perbaikan? Karena pada saat ini 14 okt 2023 at 2.44pm saya tidak bisa login, sedangkan semalam aku masih bisa memainkannya dari jam 9.00pm sampai dengan 11.00pm ?;3
setelah update ko gabisa download resource ya, masa harus download ulang si;1
Tolong kembalikan sistem Play Zone seperti dulu. Dimana setiap musuh bisa bertemu di zona suatu tempat seperti tengah jembatan, tengah laut dll. Karena itu lebih realistik. Dan tolong kurangi Collab dengan kartun animasi karena melenceng dari genre;2
Sinyal bagus tapi pas login server tidak merespon terus,update terbaru malah banyak bug nya bukannya tambah bagus;1
Gamenya sangat bagus, namun masih banyak player yang menggunakan cheat seperti monitoring cheat yang menggunakan 2 device itu sangat meresahkan karena dapat mengetahui lokasi kita. Untuk lawannya juga kadang tidak seimbang player KD Tinggi bertemu dengan KD Rendah. Untuk eventnya kedepan tolong agak diperhatikan lagi terkhusus untuk drop fps saat berada di eventnya, mungkin lokasi eventnya diperluas atau lainnya yang dapat mengurangi resiko drop fps. Terima Kasih PUBG Mobile;5
Hp RAM 8+8/128 snapdragon 720G patah². Sinyal bagus ijo di bawah 60 tp masih patah². Game makin update makin berat + kuat konsumsi RAM + memory. Sedangkan isinya cuma EVENT,EVENT,DAN EVENT gk jelas mulai dari kartun lah,kebun binatang lah + item² SHOP sampah.Game bettle rasa PASAR IKAN. Sedangkan Grafik masih BURIK dari dulu, gak ada peningkatan. Kalah sama PUBGM CHINA.;1
Buat low device krasa bgt sih lag parah,kasian buat yang minim device,saran saya optimalkan sih buat device rendah;5
Game nya bagus tapi ada bag nya tolong dong developer game hilangin bag nya;5
Kok gak bisa login dari hp android saya ? Padahal udah upgrade dan saya install ulang supaya bisa login tapi tetap tidak bisa login. Ada apa ini PUBG..?!;2
"gak bisa login pake data setelah update aneh. Memuat terus, ""Server tidak merespon"". haduhhhhh tencent tencent";1
Selama di pegang sama krafton, game banyak rusak, gak kayak tencent, kalo ada bug yang ga beres langsung di perbaiki. Jangan sibuk sama skin atau event ya krafton ?? Tolong kembalikan game ini seperti mulanya tencent..;1
Aneh , setelah update malah gak bisa login. Biasa login pake fb, tapi ini malah muter2 gak bisa login. Kecewa!;1
Saya uda download game ini, tapi kenapa tiap mau login ga bisa masuk, selalu tiba2 keluar kaya eror gitu, itu kenapa yah??;2
Tolong dong kenapa setiap saya login pubgm dari sinyal awal 4g tiba-tiba berubah jadi h+, tolong penjelasannya;4
sangat bagus saat gabut ,, tolong bug nya di kondiskan lagi .. sinyal bagus tapi selalu aja ngbug;5
Kenapa setelah update bug trus jalan nya, seperti boot;2
"Tolong development yth tolong gem ini di betulkan karna saya barusan di salah satu map lalu pas di let gem nya saya terkenan buk koneksi tidak setabil padahal koneksi nya lacar gaada gagnguan tapi kenapa ko malahan terkenan buk tolong dibetulkan agar gem ini semakin maju dan semua player² tidak kecewa ""Terimakasi""";4
Login Facebook selalu gagal email dan sandi Facebook sudah benar tapi selalu gagal;1
Habis update kok makin sering ngeframe, patah² yah, padahal ping ku stabil di 20ms. Apa cuma aku yang ngalamin hal ini? Padahal sebelum update baik² aja. Tolong di perbaiki lagi, agar player mendapat pengalaman bermain yang nyaman.;1
